team,log_attack,log_defence,matches_played,log_attack_shrunk,log_defence_shrunk,attack_shrunk,defence_shrunk,net_raw,net_shrunk
Malta,-0.1601359074637482,0.015245320684885648,174,-0.10169178250756582,0.009681335033467528,0.9033079240703042,1.0097283507599955,-0.17538122814863386,-0.11137311754103335
Northern Ireland,0.48911155675328344,0.6691161821473727,181,0.31505085859061727,0.43099654437250695,1.370329002186516,1.538790232461844,-0.18000462539408923,-0.11594568578188968
Bahamas,-2.3921348892668037,-1.7442325024812777,22,-0.43136777108402075,-0.3145337299556403,0.649619955401805,0.7301292323030469,-0.647902386785526,-0.11683404112838047
Cameroon,0.5694431821682812,0.8210566013512877,91,0.2713059113556688,0.391184035198781,1.3116762656809937,1.4787306268580105,-0.2516134191830065,-0.1198781238431122
Timor-Leste,-2.6107368323996183,-1.7822742319986062,18,-0.39824714823367774,-0.27187234047436365,0.6714960480898686,0.7619515252516286,-0.828462600401012,-0.1263748077593141
Bahrain,0.04050708383684452,0.28142852476781677,115,0.02166704247840126,0.15053153650371592,1.0219034773705393,1.1624519641957711,-0.24092144093097226,-0.12886449402531466
Lebanon,-0.2374643250675218,0.0537545829930826,81,-0.10626801568425477,0.024055918356020393,0.8991836204644673,1.0243475961227229,-0.2912189080606044,-0.13032393404027517
Oman,0.13750067161718635,0.39861588200714704,110,0.0720246350929031,0.20879879533707701,1.0746818186241538,1.2321970497948118,-0.26111521038996066,-0.1367741602441739
Laos,-1.6566369383614348,-1.045427296762647,29,-0.37242148620823606,-0.2350185395823005,0.6890637504419131,0.7905561929112696,-0.6112096415987878,-0.13740294662593555
Cayman Islands,-1.982283344943753,-1.2421759006622741,23,-0.3706700605047737,-0.23227679443278296,0.6902716518717981,0.7927266706072994,-0.7401074442814788,-0.13839326607199073
Belize,-1.4603265540998598,-0.8375627939288645,32,-0.35401780484527545,-0.20304552580093685,0.7018624706914485,0.8162410805507774,-0.6227637601709953,-0.1509722790443386
Saudi Arabia,0.446933527614415,0.6901701567175865,172,0.28262009647536224,0.43643112851259147,1.3266010856448378,1.5471756825326068,-0.2432366291031715,-0.15381103203722923
Uzbekistan,0.5557747814317441,0.815904537940628,151,0.33435096210283866,0.4908429690399794,1.3970333633121224,1.6336927921145976,-0.2601297565088839,-0.15649200693714077
Mongolia,-1.626672356827644,-0.8307258138161457,26,-0.33566176020555233,-0.17141961237476025,0.7148648606717276,0.8424679892990116,-0.7959465430114983,-0.16424214783079208
Mali,0.5218283618448238,0.9895963196091109,58,0.1915578764469553,0.3632695350463825,1.2111349272979481,1.4380234047154088,-0.46776795776428703,-0.1717116585994272
Pakistan,-1.7743786572224634,-0.9759419722665086,28,-0.3881445539891392,-0.21348730643329875,0.6783142831412657,0.8077624134715612,-0.7984366849559548,-0.17465724755584047
Somalia,-1.3191112125262985,-0.3011103465017535,21,-0.22893583447465382,-0.052258820467246475,0.7953795678155733,0.949083192896097,-1.018000866024545,-0.17667701400740735
Jamaica,-0.0993999028929825,0.25202200084130294,114,-0.05295088522514417,0.13425471072854456,0.9484265930969779,1.1436840911561659,-0.35142190373428545,-0.18720559595368874
Uruguay,0.9678219712334997,1.2610075670040266,231,0.6754289270288748,0.8800385135284899,1.9648755834944946,2.410992560459796,-0.29318559577052694,-0.20460958649961514
El Salvador,-0.44653970678088095,-0.04338459372906581,105,-0.22871497424572362,-0.022221377275862975,0.7955552549294413,0.9780236988618151,-0.4031551130518152,-0.20649359696986064
Honduras,-0.09097032842602815,0.31222338920025905,124,-0.05035813050539436,0.17283794759300056,0.9508888212200245,1.1886734620796562,-0.4031937176262872,-0.22319607809839492
Chile,0.4031581035923819,0.7415438689823715,205,0.2709754450100244,0.4984147316111021,1.3112428724336913,1.6461096755741107,-0.33838576538998955,-0.2274392866010777
Antigua and Barbuda,-1.5125808909199328,-0.6583448578764315,38,-0.41650706060390064,-0.18128336666162606,0.6593458573990715,0.8341989410318772,-0.8542360330435013,-0.23522369394227458
Sudan,-0.23388834935940334,0.38639044236141634,62,-0.08951221091767811,0.1478778236198013,0.9143770996726437,1.1593712399282141,-0.6202787917208197,-0.23739003453747942
Morocco,1.0193469792952619,1.5536961898541772,82,0.45926676809797046,0.7000169646595744,1.5829129171315262,2.013786870389406,-0.5343492105589154,-0.24075019656160396
Tanzania,-0.4716557187296077,0.41781423974518683,39,-0.13233434200601113,0.11722845575584379,0.8760480464483741,1.1243762705817784,-0.8894699584747945,-0.24956279776185492
Albania,0.4756432010992624,0.8755245093741179,181,0.3063755120661411,0.5639499508779905,1.3584923410456682,1.7576012457692658,-0.39988130827485546,-0.2575744388118494
Slovenia,0.5662536116329983,0.9625530284638862,203,0.37937155991127985,0.6448787616441218,1.4613659198717317,1.9057559645454054,-0.396299416830888,-0.265507201732842
Rwanda,-0.46466972512105026,0.30044435372290984,54,-0.16293549133063354,0.10535061753920216,0.8496459961794294,1.111100113255958,-0.7651140788439601,-0.2682861088698357
Anguilla,-3.393236080686511,-1.7677204436377598,20,-0.5655385176842589,-0.29462007393962664,0.5680541571652816,0.744814508159828,-1.6255156370487513,-0.27091844374463225
Ecuador,0.8009838920858691,1.2206370319671331,194,0.5285407297832576,0.8054543680327342,1.6964549153330684,2.2377130131262937,-0.41965313988126407,-0.27691363824947657
India,-0.8560240998864403,-0.03378117548424477,52,-0.2928496954110247,-0.01155671792882058,0.7461342796757359,0.9885098044291767,-0.8222429244021956,-0.2812929774822041
Zimbabwe,-0.5070534358046974,0.26044509849315167,58,-0.1861329100319829,0.0956064285607772,0.8301632506249675,1.1003259219066936,-0.7674985342978491,-0.2817393385927601
Togo,-0.48065211228103377,0.21017806521000007,71,-0.19956842386160378,0.08726691596438599,0.8190841739933128,1.0911878963210415,-0.6908301774910338,-0.28683533982598974
Peru,0.3675077371483449,0.8143775982004249,203,0.24621838327634707,0.5456061136458292,1.2791788943191102,1.725654007902644,-0.44686986105208,-0.2993877303694822
United States,0.3807902279903428,0.9011468881244912,158,0.23319750199260975,0.551865148541355,1.2626308268073636,1.736488808882866,-0.5203566601341484,-0.3186676465487453
Egypt,0.4384200572489502,1.1938069037905354,76,0.1893183172871555,0.5155075266368221,1.2084255540110789,1.6744881335047266,-0.7553868465415852,-0.32618920934966655
British Virgin Islands,-3.178795821272755,-1.123718723259964,20,-0.5297984744486329,-0.18728645387666065,0.5887236005725838,0.8292061730387397,-2.0550770980127915,-0.3425120205719723
Andorra,-0.558023085966485,0.07134813980332592,162,-0.3450367955532497,0.044116025374575575,0.7081942945874998,1.0451036063915842,-0.6293712257698109,-0.38915282092782527
Mexico,0.2841473135314669,1.0240396100972735,192,0.18683693044404381,0.6733411134886182,1.2054306999728592,1.9607775690799385,-0.7398922965658066,-0.48650418304457443
Tunisia,0.519197699244816,1.79019769379424,89,0.2444904482772898,0.8430031468131606,1.276970464898292,2.3233338228802514,-1.2709999945494241,-0.5985126985358707
Liechtenstein,-1.4416191888718028,-0.42172081013677687,176,-0.919293035325428,-0.2689234151596838,0.39880087958189747,0.7642017796784096,-1.019898378735026,-0.6503696201657443
Ivory Coast,0.2531971025287812,2.036674635793384,75,0.10851361246444424,0.8728605581971645,1.1146200811612963,2.393748526049718,-1.7834775332646027,-0.7643469457327202
